,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
1072,Slovenia,2015,Y15-64,0.07,894,0.9299999999999999
1073,Slovenia,2016,Y15-64,0.06,896,0.94
1074,Slovenia,2017,Y15-64,0.07,936,0.9299999999999999
1075,Slovenia,2018,Y15-64,0.07,954,0.9299999999999999
1076,Slovenia,2019,Y15-64,0.06,962,0.94
1077,Slovenia,2020,Y15-64,0.06,954,0.94
1078,Slovenia,2021,Y15-64,0.06,954,0.94
1079,Slovakia,2009,Y15-64,0.11,2422,0.89
1080,Slovakia,2010,Y15-64,0.09,2372,0.91
1081,Slovakia,2011,Y15-64,0.1,2368,0.9
1082,Slovakia,2012,Y15-64,0.1,2382,0.9
1083,Slovakia,2013,Y15-64,0.09,2383,0.91
1084,Slovakia,2014,Y15-64,0.09,2416,0.91
1085,Slovakia,2015,Y15-64,0.09,2473,0.91
1086,Slovakia,2016,Y15-64,0.09,2542,0.91
1087,Slovakia,2017,Y15-64,0.08,2574,0.92
1088,Slovakia,2018,Y15-64,0.08,2606,0.92
1089,Slovakia,2019,Y15-64,0.07,2618,0.9299999999999999
1090,Slovakia,2020,Y15-64,0.07,2564,0.9299999999999999
1091,Slovakia,2021,Y15-64,0.07,2522,0.9299999999999999
1092,Austria,2009,Y20-64,0.11,3724,0.89
1093,Austria,2010,Y20-64,0.1,3762,0.9
1094,Austria,2011,Y20-64,0.1,3802,0.9
1095,Austria,2012,Y20-64,0.09,3835,0.91
1096,Austria,2013,Y20-64,0.09,3864,0.91
1097,Austria,2014,Y20-64,0.08,3876,0.92
1098,Austria,2015,Y20-64,0.08,3918,0.92
1099,Austria,2016,Y20-64,0.08,3998,0.92
1100,Austria,2017,Y20-64,0.08,4048,0.92
1101,Austria,2018,Y20-64,0.09,4102,0.91
1102,Austria,2019,Y20-64,0.09,4148,0.91
1103,Austria,2020,Y20-64,0.08,4052,0.92
1104,Austria,2021,Y20-64,0.09,4102,0.91
1105,Belgium,2009,Y20-64,0.12,4345,0.88
1106,Belgium,2010,Y20-64,0.12,4413,0.88
1107,Belgium,2011,Y20-64,0.11,4427,0.89
1108,Belgium,2012,Y20-64,0.11,4441,0.89
1109,Belgium,2013,Y20-64,0.1,4454,0.9
1110,Belgium,2014,Y20-64,0.09,4466,0.91
1111,Belgium,2015,Y20-64,0.08,4468,0.92
1112,Belgium,2016,Y20-64,0.09,4508,0.91
1113,Belgium,2017,Y20-64,0.09,4550,0.91
1114,Belgium,2018,Y20-64,0.08,4646,0.92
1115,Belgium,2019,Y20-64,0.08,4708,0.92
1116,Belgium,2020,Y20-64,0.08,4664,0.92
1117,Belgium,2021,Y20-64,0.07,4735,0.9299999999999999
1118,Bulgaria,2009,Y20-64,0.09,3148,0.91
1119,Bulgaria,2010,Y20-64,0.08,2993,0.92
1120,Bulgaria,2011,Y20-64,0.06,2889,0.94
1121,Bulgaria,2012,Y20-64,0.05,2854,0.95
1122,Bulgaria,2013,Y20-64,0.06,2852,0.94
1123,Bulgaria,2014,Y20-64,0.05,2888,0.95
1124,Bulgaria,2015,Y20-64,0.07,2934,0.9299999999999999
1125,Bulgaria,2016,Y20-64,0.06,2914,0.94
1126,Bulgaria,2017,Y20-64,0.07,3029,0.9299999999999999
1127,Bulgaria,2018,Y20-64,0.08,3025,0.92
1128,Bulgaria,2019,Y20-64,0.08,3091,0.92
1129,Bulgaria,2020,Y20-64,0.09,2985,0.91
1130,Bulgaria,2021,Y20-64,0.08,2977,0.92
1131,Cyprus,2009,Y20-64,0.15,367,0.85
1132,Cyprus,2010,Y20-64,0.13,379,0.87
1133,Cyprus,2011,Y20-64,0.12,384,0.88
1134,Cyprus,2012,Y20-64,0.11,373,0.89
1135,Cyprus,2013,Y20-64,0.11,355,0.89
1136,Cyprus,2014,Y20-64,0.08,353,0.92
1137,Cyprus,2015,Y20-64,0.08,348,0.92
1138,Cyprus,2016,Y20-64,0.1,352,0.9
1139,Cyprus,2017,Y20-64,0.1,368,0.9
1140,Cyprus,2018,Y20-64,0.1,387,0.9
1141,Cyprus,2019,Y20-64,0.12,400,0.88
1142,Cyprus,2020,Y20-64,0.12,402,0.88
1143,Cyprus,2021,Y20-64,0.12,414,0.88
1144,Czech Republic,2009,Y20-64,0.19,4825,0.81
1145,Czech Republic,2010,Y20-64,0.19,4785,0.81
1146,Czech Republic,2011,Y20-64,0.18,4775,0.8200000000000001
1147,Czech Republic,2012,Y20-64,0.18,4791,0.8200000000000001
1148,Czech Republic,2013,Y20-64,0.17,4829,0.83
1149,Czech Republic,2014,Y20-64,0.17,4862,0.83
1150,Czech Republic,2015,Y20-64,0.17,4913,0.83
1151,Czech Republic,2016,Y20-64,0.16,4995,0.84
1152,Czech Republic,2017,Y20-64,0.16,5071,0.84
1153,Czech Republic,2018,Y20-64,0.15,5124,0.85
1154,Czech Republic,2019,Y20-64,0.15,5126,0.85
1155,Czech Republic,2020,Y20-64,0.15,5066,0.85
1156,Czech Republic,2021,Y20-64,0.16,5046,0.84
1157,Germany,2009,Y20-64,0.1,36098,0.9
1158,Germany,2010,Y20-64,0.1,35750,0.9
1159,Germany,2011,Y20-64,0.11,36463,0.89
1160,Germany,2012,Y20-64,0.1,36794,0.9
1161,Germany,2013,Y20-64,0.09,37084,0.91
1162,Germany,2014,Y20-64,0.09,37369,0.91
1163,Germany,2015,Y20-64,0.08,37640,0.92
1164,Germany,2016,Y20-64,0.08,38548,0.92
1165,Germany,2017,Y20-64,0.08,38862,0.92
1166,Germany,2018,Y20-64,0.08,39025,0.92
1167,Germany,2019,Y20-64,0.08,39424,0.92
1168,Germany,2020,Y20-64,0.08,38589,0.92
1169,Germany,2021,Y20-64,0.07,39148,0.9299999999999999
1170,Denmark,2009,Y20-64,0.06,2495,0.94
1171,Denmark,2010,Y20-64,0.06,2449,0.94
1172,Denmark,2011,Y20-64,0.07,2442,0.9299999999999999
1173,Denmark,2012,Y20-64,0.07,2423,0.9299999999999999
1174,Denmark,2013,Y20-64,0.07,2427,0.9299999999999999
1175,Denmark,2014,Y20-64,0.07,2449,0.9299999999999999
1176,Denmark,2015,Y20-64,0.07,2488,0.9299999999999999
1177,Denmark,2016,Y20-64,0.07,2527,0.9299999999999999
1178,Denmark,2017,Y20-64,0.07,2560,0.9299999999999999
1179,Denmark,2018,Y20-64,0.07,2601,0.9299999999999999
1180,Denmark,2019,Y20-64,0.07,2637,0.9299999999999999
1181,Denmark,2020,Y20-64,0.07,2618,0.9299999999999999
1182,Denmark,2021,Y20-64,0.06,2653,0.94
1183,Estonia,2009,Y20-64,0.01,572,0.99
1184,Estonia,2010,Y20-64,0.01,552,0.99
1185,Estonia,2011,Y20-64,0.05,581,0.95
1186,Estonia,2012,Y20-64,0.04,593,0.96
1187,Estonia,2013,Y20-64,0.05,599,0.95
1188,Estonia,2014,Y20-64,0.06,601,0.94
1189,Estonia,2015,Y20-64,0.06,606,0.94
1190,Estonia,2016,Y20-64,0.06,606,0.94
1191,Estonia,2017,Y20-64,0.05,618,0.95
1192,Estonia,2018,Y20-64,0.06,620,0.94
1193,Estonia,2019,Y20-64,0.06,625,0.94
1194,Estonia,2020,Y20-64,0.04,613,0.96
1195,Estonia,2021,Y20-64,0.03,611,0.97
1196,Greece,2009,Y20-64,0.27,4420,0.73
1197,Greece,2010,Y20-64,0.25,4260,0.75
1198,Greece,2011,Y20-64,0.23,3943,0.77
1199,Greece,2012,Y20-64,0.2,3591,0.8
1200,Greece,2013,Y20-64,0.19,3425,0.81
1201,Greece,2014,Y20-64,0.19,3450,0.81
1202,Greece,2015,Y20-64,0.18,3530,0.8200000000000001
1203,Greece,2016,Y20-64,0.2,3577,0.8
1204,Greece,2017,Y20-64,0.21,3646,0.79
1205,Greece,2018,Y20-64,0.22,3709,0.78
1206,Greece,2019,Y20-64,0.21,3785,0.79
1207,Greece,2020,Y20-64,0.19,3593,0.81
1208,Greece,2021,Y20-64,0.19,3811,0.81
1209,Spain,2009,Y20-64,0.14,18753,0.86
1210,Spain,2010,Y20-64,0.13,18422,0.87
1211,Spain,2011,Y20-64,0.12,18147,0.88
1212,Spain,2012,Y20-64,0.1,17393,0.9
1213,Spain,2013,Y20-64,0.09,16927,0.91
1214,Spain,2014,Y20-64,0.1,17131,0.9
1215,Spain,2015,Y20-64,0.12,17634,0.88
1216,Spain,2016,Y20-64,0.12,18087,0.88
1217,Spain,2017,Y20-64,0.12,18531,0.88
1218,Spain,2018,Y20-64,0.12,19002,0.88
1219,Spain,2019,Y20-64,0.12,19417,0.88
1220,Spain,2020,Y20-64,0.11,18851,0.89
1221,Spain,2021,Y20-64,0.11,19367,0.89
1235,Finland,2009,Y20-64,0.02,2325,0.98
1236,Finland,2010,Y20-64,0.03,2309,0.97
1237,Finland,2011,Y20-64,0.04,2326,0.96
1238,Finland,2012,Y20-64,0.04,2329,0.96
1239,Finland,2013,Y20-64,0.03,2306,0.97
1240,Finland,2014,Y20-64,0.02,2289,0.98
1241,Finland,2015,Y20-64,0.02,2269,0.98
1242,Finland,2016,Y20-64,0.03,2284,0.97
1243,Finland,2017,Y20-64,0.04,2303,0.96
1244,Finland,2018,Y20-64,0.04,2361,0.96
1245,Finland,2019,Y20-64,0.04,2378,0.96
1246,Finland,2020,Y20-64,0.03,2350,0.97
1247,Finland,2021,Y20-64,0.02,2388,0.98
1248,France,2009,Y20-64,0.08,25851,0.92
1249,France,2010,Y20-64,0.08,25900,0.92
1250,France,2011,Y20-64,0.08,25915,0.92
1251,France,2012,Y20-64,0.08,25961,0.92
1252,France,2013,Y20-64,0.07,25931,0.9299999999999999
1253,France,2014,Y20-64,0.06,25957,0.94
1254,France,2015,Y20-64,0.06,25982,0.94
1255,France,2016,Y20-64,0.06,26055,0.94
1256,France,2017,Y20-64,0.07,26233,0.9299999999999999
1257,France,2018,Y20-64,0.06,26441,0.94
1258,France,2019,Y20-64,0.06,26513,0.94
1259,France,2020,Y20-64,0.06,26402,0.94
1260,France,2021,Y20-64,0.06,26761,0.94
1261,Croatia,2009,Y20-64,0.12,1688,0.88
1262,Croatia,2010,Y20-64,0.12,1633,0.88
1263,Croatia,2011,Y20-64,0.12,1571,0.88
1264,Croatia,2012,Y20-64,0.11,1517,0.89
1265,Croatia,2013,Y20-64,0.09,1486,0.91
1266,Croatia,2014,Y20-64,0.1,1528,0.9
1267,Croatia,2015,Y20-64,0.09,1545,0.91
1268,Croatia,2016,Y20-64,0.09,1549,0.91
1269,Croatia,2017,Y20-64,0.11,1585,0.89
1270,Croatia,2018,Y20-64,0.1,1610,0.9
1271,Croatia,2019,Y20-64,0.1,1631,0.9
1272,Croatia,2020,Y20-64,0.11,1618,0.89
1273,Croatia,2021,Y20-64,0.1,1634,0.9
1274,Hungary,2009,Y20-64,0.07,3852,0.9299999999999999
1275,Hungary,2010,Y20-64,0.07,3831,0.9299999999999999
1276,Hungary,2011,Y20-64,0.07,3857,0.9299999999999999
1277,Hungary,2012,Y20-64,0.07,3914,0.9299999999999999
1278,Hungary,2013,Y20-64,0.08,3984,0.92
1279,Hungary,2014,Y20-64,0.1,4174,0.9
1280,Hungary,2015,Y20-64,0.1,4278,0.9
1281,Hungary,2016,Y20-64,0.1,4415,0.9
1282,Hungary,2017,Y20-64,0.11,4474,0.89
1283,Hungary,2018,Y20-64,0.11,4519,0.89
1284,Hungary,2019,Y20-64,0.11,4538,0.89
1285,Hungary,2020,Y20-64,0.11,4495,0.89
1286,Hungary,2021,Y20-64,0.1,4511,0.9
1287,Ireland,2009,Y20-64,0.1,1905,0.9
1288,Ireland,2010,Y20-64,0.09,1829,0.91
1289,Ireland,2011,Y20-64,0.09,1797,0.91
1290,Ireland,2012,Y20-64,0.09,1788,0.91
1291,Ireland,2013,Y20-64,0.11,1839,0.89
1292,Ireland,2014,Y20-64,0.12,1887,0.88
1293,Ireland,2015,Y20-64,0.12,1944,0.88
1294,Ireland,2016,Y20-64,0.13,2003,0.87
1295,Ireland,2017,Y20-64,0.12,2064,0.88
1296,Ireland,2018,Y20-64,0.12,2115,0.88
1297,Ireland,2019,Y20-64,0.12,2174,0.88
1298,Ireland,2020,Y20-64,0.12,2112,0.88
1299,Ireland,2021,Y20-64,0.1,2212,0.9
1300,Italy,2009,Y20-64,0.23,21983,0.77
1301,Italy,2010,Y20-64,0.23,21823,0.77
1302,Italy,2011,Y20-64,0.22,21920,0.78
1303,Italy,2012,Y20-64,0.21,21781,0.79
1304,Italy,2013,Y20-64,0.19,21343,0.81
1305,Italy,2014,Y20-64,0.19,21387,0.81
1306,Italy,2015,Y20-64,0.2,21557,0.8
1307,Italy,2016,Y20-64,0.2,21858,0.8
1308,Italy,2017,Y20-64,0.2,22064,0.8
1309,Italy,2018,Y20-64,0.2,22227,0.8
1310,Italy,2019,Y20-64,0.19,22337,0.81
1311,Italy,2020,Y20-64,0.2,21632,0.8
1312,Italy,2021,Y20-64,0.19,21760,0.81
1313,Lithuania,2009,Y20-64,0.0,1284,1.0
1314,Lithuania,2010,Y20-64,-0.01,1220,1.01
1315,Lithuania,2011,Y20-64,0.0,1221,1.0
1316,Lithuania,2012,Y20-64,0.01,1240,0.99
1317,Lithuania,2013,Y20-64,0.02,1258,0.98
1318,Lithuania,2014,Y20-64,0.02,1283,0.98
1319,Lithuania,2015,Y20-64,0.03,1296,0.97
1320,Lithuania,2016,Y20-64,0.02,1309,0.98
1321,Lithuania,2017,Y20-64,0.0,1296,1.0
1322,Lithuania,2018,Y20-64,0.02,1313,0.98
1323,Lithuania,2019,Y20-64,0.02,1314,0.98
1324,Lithuania,2020,Y20-64,0.02,1290,0.98
1325,Lithuania,2021,Y20-64,0.01,1302,0.99
1326,Luxembourg,2009,Y20-64,0.17,212,0.83
1327,Luxembourg,2010,Y20-64,0.17,216,0.83
1328,Luxembourg,2011,Y20-64,0.16,221,0.84
1329,Luxembourg,2012,Y20-64,0.14,231,0.86
1330,Luxembourg,2013,Y20-64,0.14,233,0.86
1331,Luxembourg,2014,Y20-64,0.12,240,0.88
1332,Luxembourg,2015,Y20-64,0.12,251,0.88
1333,Luxembourg,2016,Y20-64,0.11,257,0.89
1334,Luxembourg,2017,Y20-64,0.07,267,0.9299999999999999
1335,Luxembourg,2018,Y20-64,0.08,275,0.92
1336,Luxembourg,2019,Y20-64,0.09,284,0.91
1337,Luxembourg,2020,Y20-64,0.08,287,0.92
1338,Luxembourg,2021,Y20-64,0.08,299,0.92
1339,Latvia,2009,Y20-64,0.0,865,1.0
1340,Latvia,2010,Y20-64,0.0,820,1.0
1341,Latvia,2011,Y20-64,0.02,833,0.98
1342,Latvia,2012,Y20-64,0.04,845,0.96
1343,Latvia,2013,Y20-64,0.04,858,0.96
1344,Latvia,2014,Y20-64,0.05,852,0.95
1345,Latvia,2015,Y20-64,0.05,862,0.95
1346,Latvia,2016,Y20-64,0.02,854,0.98
1347,Latvia,2017,Y20-64,0.04,854,0.96
1348,Latvia,2018,Y20-64,0.04,867,0.96
1349,Latvia,2019,Y20-64,0.03,862,0.97
1350,Latvia,2020,Y20-64,0.04,846,0.96
1351,Latvia,2021,Y20-64,0.05,817,0.95
1352,Malta,2009,Y20-64,0.38,152,0.62
1353,Malta,2010,Y20-64,0.36,155,0.64
1354,Malta,2011,Y20-64,0.35,159,0.65
1355,Malta,2012,Y20-64,0.31,166,0.69
1356,Malta,2013,Y20-64,0.28,174,0.72
1357,Malta,2014,Y20-64,0.27,182,0.73
1358,Malta,2015,Y20-64,0.27,189,0.73
1359,Malta,2016,Y20-64,0.26,200,0.74
1360,Malta,2017,Y20-64,0.24,212,0.76
1361,Malta,2018,Y20-64,0.22,229,0.78
1362,Malta,2019,Y20-64,0.2,245,0.8
1363,Malta,2020,Y20-64,0.18,252,0.8200000000000001
1364,Malta,2021,Y20-64,0.17,258,0.83
1365,Netherlands,2009,Y20-64,0.13,7768,0.87
1366,Netherlands,2010,Y20-64,0.12,7711,0.88
1367,Netherlands,2011,Y20-64,0.11,7726,0.89
1368,Netherlands,2012,Y20-64,0.11,7750,0.89
1369,Netherlands,2013,Y20-64,0.1,7689,0.9
1370,Netherlands,2014,Y20-64,0.11,7620,0.89
1371,Netherlands,2015,Y20-64,0.1,7684,0.9
1372,Netherlands,2016,Y20-64,0.1,7775,0.9
1373,Netherlands,2017,Y20-64,0.1,7898,0.9
1374,Netherlands,2018,Y20-64,0.1,8031,0.9
1375,Netherlands,2019,Y20-64,0.09,8159,0.91
1376,Netherlands,2020,Y20-64,0.08,8183,0.92
1377,Netherlands,2021,Y20-64,0.08,8315,0.92
1378,Poland,2009,Y20-64,0.14,14926,0.86
1379,Poland,2010,Y20-64,0.13,14602,0.87
1380,Poland,2011,Y20-64,0.13,14732,0.87
1381,Poland,2012,Y20-64,0.14,14818,0.86
1382,Poland,2013,Y20-64,0.14,14826,0.86
1383,Poland,2014,Y20-64,0.14,15142,0.86
1384,Poland,2015,Y20-64,0.13,15406,0.87
1385,Poland,2016,Y20-64,0.13,15565,0.87
1386,Poland,2017,Y20-64,0.14,15789,0.86
1387,Poland,2018,Y20-64,0.14,15875,0.86
1388,Poland,2019,Y20-64,0.15,15853,0.85
1389,Poland,2020,Y20-64,0.15,15783,0.85
1390,Poland,2021,Y20-64,0.14,16169,0.86
1391,Portugal,2009,Y20-64,0.11,4360,0.89
1392,Portugal,2010,Y20-64,0.1,4309,0.9
1393,Portugal,2011,Y20-64,0.09,4277,0.91
1394,Portugal,2012,Y20-64,0.07,4083,0.9299999999999999
1395,Portugal,2013,Y20-64,0.07,4004,0.9299999999999999
1396,Portugal,2014,Y20-64,0.07,4127,0.9299999999999999
1397,Portugal,2015,Y20-64,0.06,4201,0.94
1398,Portugal,2016,Y20-64,0.07,4269,0.9299999999999999
1399,Portugal,2017,Y20-64,0.07,4423,0.9299999999999999
1400,Portugal,2018,Y20-64,0.06,4532,0.94
1401,Portugal,2019,Y20-64,0.07,4571,0.9299999999999999
1402,Portugal,2020,Y20-64,0.06,4496,0.94
1403,Portugal,2021,Y20-64,0.06,4599,0.94
1404,Romania,2009,Y20-64,0.18,7371,0.8200000000000001
1405,Romania,2010,Y20-64,0.17,7139,0.83
1406,Romania,2011,Y20-64,0.16,7071,0.84
1407,Romania,2012,Y20-64,0.17,7135,0.83
1408,Romania,2013,Y20-64,0.17,7115,0.83
1409,Romania,2014,Y20-64,0.18,7218,0.8200000000000001
1410,Romania,2015,Y20-64,0.18,7298,0.8200000000000001
1411,Romania,2016,Y20-64,0.18,7349,0.8200000000000001
1412,Romania,2017,Y20-64,0.17,7540,0.83
1413,Romania,2018,Y20-64,0.18,7581,0.8200000000000001
1414,Romania,2019,Y20-64,0.2,7638,0.8
1415,Romania,2020,Y20-64,0.2,7547,0.8
1416,Romania,2021,Y20-64,0.2,7625,0.8
1417,Sweden,2009,Y20-64,0.05,4213,0.95
1418,Sweden,2010,Y20-64,0.07,4228,0.9299999999999999
1419,Sweden,2011,Y20-64,0.06,4324,0.94
1420,Sweden,2012,Y20-64,0.06,4349,0.94
1421,Sweden,2013,Y20-64,0.06,4391,0.94
1422,Sweden,2014,Y20-64,0.05,4433,0.95
1423,Sweden,2015,Y20-64,0.04,4492,0.96
1424,Sweden,2016,Y20-64,0.05,4567,0.95
1425,Sweden,2017,Y20-64,0.04,4654,0.96
1426,Sweden,2018,Y20-64,0.05,4720,0.95
1427,Sweden,2019,Y20-64,0.05,4740,0.95
1428,Sweden,2020,Y20-64,0.06,4685,0.94
1429,Sweden,2021,Y20-64,0.05,4726,0.95
1430,Slovenia,2009,Y20-64,0.07,933,0.9299999999999999
1431,Slovenia,2010,Y20-64,0.07,918,0.9299999999999999
1432,Slovenia,2011,Y20-64,0.07,894,0.9299999999999999
1433,Slovenia,2012,Y20-64,0.07,891,0.9299999999999999
1434,Slovenia,2013,Y20-64,0.08,871,0.92
1435,Slovenia,2014,Y20-64,0.08,875,0.92
1436,Slovenia,2015,Y20-64,0.09,883,0.91
1437,Slovenia,2016,Y20-64,0.07,888,0.9299999999999999
1438,Slovenia,2017,Y20-64,0.07,924,0.9299999999999999
1439,Slovenia,2018,Y20-64,0.07,943,0.9299999999999999
1440,Slovenia,2019,Y20-64,0.07,953,0.9299999999999999
1441,Slovenia,2020,Y20-64,0.06,948,0.94
1442,Slovenia,2021,Y20-64,0.06,946,0.94
1443,Slovakia,2009,Y20-64,0.12,2412,0.88
1444,Slovakia,2010,Y20-64,0.1,2365,0.9
1445,Slovakia,2011,Y20-64,0.1,2362,0.9
1446,Slovakia,2012,Y20-64,0.1,2375,0.9
1447,Slovakia,2013,Y20-64,0.1,2377,0.9
1448,Slovakia,2014,Y20-64,0.1,2408,0.9
1449,Slovakia,2015,Y20-64,0.09,2466,0.91
1450,Slovakia,2016,Y20-64,0.09,2532,0.91
1451,Slovakia,2017,Y20-64,0.08,2564,0.92
1452,Slovakia,2018,Y20-64,0.09,2593,0.91
1453,Slovakia,2019,Y20-64,0.07,2609,0.9299999999999999
1454,Slovakia,2020,Y20-64,0.07,2556,0.9299999999999999
1455,Slovakia,2021,Y20-64,0.09,2516,0.91
1456,Austria,2009,Y25-54,0.09,3018,0.91
1457,Austria,2010,Y25-54,0.09,3035,0.91
1458,Austria,2011,Y25-54,0.08,3063,0.92
1459,Austria,2012,Y25-54,0.08,3072,0.92
1460,Austria,2013,Y25-54,0.08,3067,0.92
1461,Austria,2014,Y25-54,0.07,3061,0.9299999999999999
1462,Austria,2015,Y25-54,0.07,3077,0.9299999999999999
1463,Austria,2016,Y25-54,0.06,3103,0.94
1464,Austria,2017,Y25-54,0.06,3120,0.94
1465,Austria,2018,Y25-54,0.07,3126,0.9299999999999999
1466,Austria,2019,Y25-54,0.06,3145,0.94
1467,Austria,2020,Y25-54,0.06,3053,0.94
1468,Austria,2021,Y25-54,0.06,3069,0.94
1469,Belgium,2009,Y25-54,0.12,3597,0.88
1470,Belgium,2010,Y25-54,0.12,3619,0.88
1471,Belgium,2011,Y25-54,0.11,3601,0.89
1472,Belgium,2012,Y25-54,0.1,3603,0.9
1473,Belgium,2013,Y25-54,0.1,3593,0.9
1474,Belgium,2014,Y25-54,0.08,3592,0.92
1475,Belgium,2015,Y25-54,0.08,3564,0.92
1476,Belgium,2016,Y25-54,0.1,3586,0.9
1477,Belgium,2017,Y25-54,0.09,3590,0.91
1478,Belgium,2018,Y25-54,0.08,3632,0.92
1479,Belgium,2019,Y25-54,0.08,3644,0.92
1480,Belgium,2020,Y25-54,0.08,3600,0.92
1481,Belgium,2021,Y25-54,0.08,3635,0.92
1482,Bulgaria,2009,Y25-54,0.08,2475,0.92
1483,Bulgaria,2010,Y25-54,0.06,2306,0.94
1484,Bulgaria,2011,Y25-54,0.03,2230,0.97
1485,Bulgaria,2012,Y25-54,0.02,2205,0.98
1486,Bulgaria,2013,Y25-54,0.04,2202,0.96
1487,Bulgaria,2014,Y25-54,0.05,2233,0.95
1488,Bulgaria,2015,Y25-54,0.05,2270,0.95
1489,Bulgaria,2016,Y25-54,0.06,2254,0.94
1490,Bulgaria,2017,Y25-54,0.07,2324,0.9299999999999999
1491,Bulgaria,2018,Y25-54,0.06,2322,0.94
1492,Bulgaria,2019,Y25-54,0.08,2356,0.92
1493,Bulgaria,2020,Y25-54,0.08,2274,0.92
1494,Bulgaria,2021,Y25-54,0.07,2284,0.9299999999999999
1495,Cyprus,2009,Y25-54,0.13,286,0.87
1496,Cyprus,2010,Y25-54,0.11,295,0.89
1497,Cyprus,2011,Y25-54,0.09,303,0.91
1498,Cyprus,2012,Y25-54,0.09,297,0.91
1499,Cyprus,2013,Y25-54,0.09,285,0.91
1500,Cyprus,2014,Y25-54,0.07,284,0.9299999999999999
1501,Cyprus,2015,Y25-54,0.08,278,0.92
1502,Cyprus,2016,Y25-54,0.1,278,0.9
1503,Cyprus,2017,Y25-54,0.1,288,0.9
1504,Cyprus,2018,Y25-54,0.11,297,0.89
1505,Cyprus,2019,Y25-54,0.11,310,0.89
1506,Cyprus,2020,Y25-54,0.11,312,0.89
1507,Cyprus,2021,Y25-54,0.11,318,0.89
1508,Czech Republic,2009,Y25-54,0.16,3812,0.84
1509,Czech Republic,2010,Y25-54,0.17,3789,0.83
1510,Czech Republic,2011,Y25-54,0.17,3781,0.83
1511,Czech Republic,2012,Y25-54,0.16,3780,0.84
1512,Czech Republic,2013,Y25-54,0.15,3802,0.85
1513,Czech Republic,2014,Y25-54,0.16,3816,0.84
1514,Czech Republic,2015,Y25-54,0.15,3860,0.85
1515,Czech Republic,2016,Y25-54,0.15,3926,0.85
1516,Czech Republic,2017,Y25-54,0.15,3977,0.85
1517,Czech Republic,2018,Y25-54,0.14,4015,0.86
1518,Czech Republic,2019,Y25-54,0.14,4010,0.86
1519,Czech Republic,2020,Y25-54,0.15,3957,0.85
1520,Czech Republic,2021,Y25-54,0.16,3924,0.84
1521,Germany,2009,Y25-54,0.11,27728,0.89
1522,Germany,2010,Y25-54,0.11,27290,0.89
1523,Germany,2011,Y25-54,0.1,27471,0.9
1524,Germany,2012,Y25-54,0.1,27556,0.9
1525,Germany,2013,Y25-54,0.09,27521,0.91
1526,Germany,2014,Y25-54,0.09,27559,0.91
1527,Germany,2015,Y25-54,0.09,27685,0.91
1528,Germany,2016,Y25-54,0.08,28120,0.92
1529,Germany,2017,Y25-54,0.08,28050,0.92
1530,Germany,2018,Y25-54,0.08,27762,0.92
1531,Germany,2019,Y25-54,0.08,27712,0.92
1532,Germany,2020,Y25-54,0.08,26735,0.92
1533,Germany,2021,Y25-54,0.07,26913,0.9299999999999999
1534,Denmark,2009,Y25-54,0.04,1875,0.96
1535,Denmark,2010,Y25-54,0.05,1834,0.95
1536,Denmark,2011,Y25-54,0.08,1821,0.92
1537,Denmark,2012,Y25-54,0.05,1801,0.95
1538,Denmark,2013,Y25-54,0.06,1798,0.94
1539,Denmark,2014,Y25-54,0.07,1800,0.9299999999999999
1540,Denmark,2015,Y25-54,0.07,1814,0.9299999999999999
1541,Denmark,2016,Y25-54,0.09,1826,0.91
1542,Denmark,2017,Y25-54,0.07,1831,0.9299999999999999
1543,Denmark,2018,Y25-54,0.08,1857,0.92
1544,Denmark,2019,Y25-54,0.07,1865,0.9299999999999999
1545,Denmark,2020,Y25-54,0.08,1845,0.92
1546,Denmark,2021,Y25-54,0.07,1863,0.9299999999999999
1547,Estonia,2009,Y25-54,0.0,429,1.0
1548,Estonia,2010,Y25-54,0.0,421,1.0
1549,Estonia,2011,Y25-54,0.06,436,0.94
1550,Estonia,2012,Y25-54,0.05,444,0.95
1551,Estonia,2013,Y25-54,0.07,446,0.9299999999999999
1552,Estonia,2014,Y25-54,0.08,447,0.92
1553,Estonia,2015,Y25-54,0.08,455,0.92
1554,Estonia,2016,Y25-54,0.09,453,0.91
1555,Estonia,2017,Y25-54,0.07,459,0.9299999999999999
1556,Estonia,2018,Y25-54,0.08,460,0.92
1557,Estonia,2019,Y25-54,0.08,461,0.92
1558,Estonia,2020,Y25-54,0.07,454,0.9299999999999999
1559,Estonia,2021,Y25-54,0.06,453,0.94
1560,Greece,2009,Y25-54,0.26,3638,0.74
1561,Greece,2010,Y25-54,0.25,3503,0.75
1562,Greece,2011,Y25-54,0.23,3263,0.77
1563,Greece,2012,Y25-54,0.21,2986,0.79
1564,Greece,2013,Y25-54,0.2,2840,0.8
1565,Greece,2014,Y25-54,0.19,2869,0.81
1566,Greece,2015,Y25-54,0.19,2942,0.81
1567,Greece,2016,Y25-54,0.21,2965,0.79
1568,Greece,2017,Y25-54,0.22,2994,0.78
1569,Greece,2018,Y25-54,0.23,3017,0.77
1570,Greece,2019,Y25-54,0.21,3053,0.79
1571,Greece,2020,Y25-54,0.2,2874,0.8
1572,Greece,2021,Y25-54,0.2,3003,0.8
1573,Spain,2009,Y25-54,0.13,15376,0.87
